months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,customer_lifetime_value,income,monthly_premium_auto,total_claim_amount
34,80,0,5,6064.343994,0,86.0,545.240341
9,94,0,2,6279.177891973308,0,73.0,350.4
33,1,0,9,8970.647312,12829,118.0,328.231432
3,79,0,6,5923.117229,92163,73.0,66.568642
24,92,0,2,6279.177891973308,17588,87.59156709558825,390.03496301912224
11,92,0,1,4331.460674,82302,106.0,722.178166
19,40,0,2,13309.33517,0,127.0,609.6
5,56,0,1,4528.50489,70340,113.0,542.4
35,59,0,1,2791.906514,0,74.0,532.8
3,46,0,3,8092.87696,50825,102.0,369.614729
9,85,0,5,7996.00748,93459,99.0,655.41333
19,51,2,4,5129.738992,86148,65.0,312.0
5,85,0,4,5697.175238,27048,72.0,345.6
7,31,0,4,9217.130629,73259,115.0,673.34265
21,59,0,3,10208.92761,35482,129.0,619.2
28,23,1,1,4170.687348,29462,107.0,513.6
12,45,1,1,4505.405812,67801,115.0,23.810491
34,59,4,1,3107.568648,0,94.0,451.2
33,58,0,9,5528.664986,16042,73.0,350.4
32,41,1,8,5045.866663,28056,64.0,307.2
25,75,3,1,2962.722482,16495,85.0,408.0
11,66,0,3,8665.956372,41163,108.0,231.922173
3,71,1,9,11413.44115,0,161.0,772.8
28,52,3,2,15488.43196,33799,109.0,664.980242
17,71,3,2,6048.574243,0,61.0,292.8
3,87,1,1,5934.741492,87747,147.0,46.492039
2,7,0,1,3543.232138,35695,90.0,432.0
33,39,0,1,3490.028304,90985,87.0,78.085149
19,16,0,1,3683.099864,0,101.0,564.466556
33,24,0,1,5989.773931,66839,154.0,739.2
16,43,0,3,12500.84302,0,165.0,792.0
2,74,0,3,8609.158215,79090,107.0,289.040734
34,44,0,1,2497.45507,24825,64.0,155.938593
32,19,0,2,7019.177186,26806,63.0,302.4
25,16,0,3,5387.926265,56835,67.0,326.549425
12,54,0,6,6165.557517,0,88.0,653.65668
12,68,0,1,2730.20294,46135,69.0,103.935601
21,87,0,4,5162.116944,0,73.0,809.532341
9,40,0,2,7937.064822,22862,67.0,321.6
8,80,2,3,8608.157233,21450,110.0,528.0
16,78,0,1,2632.545795,95854,65.0,312.0
22,46,1,7,7785.004214,44897,99.0,580.72531
14,88,0,4,8255.76385,54040,103.0,59.987126
12,27,0,3,4980.825042,53265,62.0,238.005074
18,55,1,1,7457.237794,0,87.59156709558825,390.03496301912224
25,12,1,2,12302.76244,43817,62.0,245.447622
22,72,3,5,6862.508337,54780,88.0,135.26125
9,8,0,3,9048.983447,0,119.0,571.2
1,78,0,9,5548.031892,67798,69.0,331.2
32,84,0,3,8312.681598,21442,118.0,566.4
19,18,1,1,2389.980951,27615,62.0,297.6
1,36,1,3,4458.113369,17622,65.0,312.0
23,98,0,1,5295.741716,50200,135.0,637.063458
3,51,2,1,3839.606117,0,112.0,537.6
31,34,0,1,3731.504584,0,96.0,460.8
0,46,1,1,2778.903705,73570,70.0,75.936096
4,85,0,1,4016.541995,0,111.0,799.2
11,15,0,6,8236.917193,0,106.0,603.058114
30,77,0,1,2491.317024,36631,62.0,67.530904
11,51,0,1,2908.875917,35895,73.0,312.921256
16,70,1,1,4282.947971,40864,109.0,166.937747
15,77,0,4,8341.623748,0,118.0,566.4
5,90,0,3,5090.781344,93018,63.0,135.382194
6,4,0,2,7366.1883,70014,62.0,17.742954
20,9,0,1,2436.875126,48875,61.0,1.838367
11,14,0,2,8852.688689,67969,74.0,197.776009
8,55,0,2,6279.177891973308,0,108.0,612.102262
33,67,0,7,5600.496541,68665,69.0,331.2
7,43,1,5,4636.54647,26802,66.0,316.8
6,37,0,6,7573.345057,0,110.0,390.03496301912224
0,73,0,2,14696.63549,45345,125.0,600.0
1,88,0,2,12298.6863,17101,113.0,542.4
4,40,1,1,7724.840065,32051,87.59156709558825,926.4
22,69,0,3,5946.670679,81139,74.0,392.6364
23,19,1,3,8000.545061,63834,100.0,215.226476
12,9,0,3,6457.560953,37548,81.0,160.598662
28,28,3,2,7281.44014,0,69.0,371.803029
8,23,0,1,2592.437797,72421,65.0,312.0
15,35,0,1,4678.423394,83102,116.0,443.670399
1,59,0,2,13869.92705,28432,118.0,612.300581
2,72,0,7,8717.777831,83707,108.0,290.391526
25,14,0,7,5233.986808,63259,65.0,316.795337
18,73,0,8,4764.189722,0,67.0,405.527937
26,81,0,1,2472.469209,63860,62.0,208.598246
20,90,0,9,5608.316348,67176,72.0,345.6
30,10,0,3,5505.057003,86132,68.0,301.437365
1,56,0,1,2606.208503,28519,66.0,456.473115
11,98,0,2,10481.94383,39102,88.0,152.338562
17,56,0,1,3256.766388,0,89.0,491.755368
16,38,0,2,6279.177891973308,97298,128.0,48.517439
25,31,2,5,6364.902164,41986,84.0,430.375049
6,47,0,2,9468.509337,0,88.0,633.6
3,25,0,5,5631.451866,17291,73.0,350.4
0,52,0,2,7780.999262,0,74.0,246.489123
15,7,0,2,9816.528302,37256,62.0,128.969729
12,17,1,6,7519.133631,96306,95.0,185.355353
20,40,0,1,10179.71704,14290,87.59156709558825,390.03496301912224
6,97,1,1,2772.839235,37038,71.0,9.071305
5,7,2,1,4037.501846,90760,103.0,133.475315
34,54,3,2,6279.177891973308,20668,87.59156709558825,902.4
19,91,0,1,2676.867914,54480,67.0,321.6
4,85,0,1,2523.959554,16244,68.0,623.223617
24,21,0,3,6988.401604,22436,89.0,427.2
18,30,0,1,2695.963857,25544,68.0,326.4
8,10,0,1,2673.319593,28728,67.0,321.6
6,28,0,2,12157.32992,57449,103.0,494.4
21,42,0,1,2957.764017,83318,73.0,211.336937
2,79,0,2,7433.820995,55561,63.0,227.872071
18,32,5,1,3099.538005,0,102.0,862.762957
17,74,0,6,8415.684559,55308,107.0,513.6
0,10,0,2,6279.177891973308,36068,97.0,113.367765
1,4,1,2,13057.17071,48804,112.0,537.6
6,52,0,6,9599.950239,0,131.0,943.2
4,40,0,9,8535.108918,55790,111.0,117.672722
20,65,0,2,8293.481886,70258,69.0,225.145949
13,20,0,5,6846.150323,0,95.0,456.0
32,26,1,5,6636.859781,47274,83.0,182.432565
27,10,0,8,5802.83547,0,78.0,644.755653
26,84,0,3,5077.320916,0,73.0,525.6
24,99,0,2,12427.39371,15818,107.0,333.886816
7,42,0,3,10990.59477,44552,137.0,311.103582
25,18,0,1,3435.25008,64348,86.0,212.391975
27,53,0,2,6624.61183,0,62.0,297.6
9,71,0,3,5757.442258,88997,72.0,174.041566
30,63,0,1,2691.568951,77411,67.0,257.900458
10,63,0,1,2886.451602,10312,78.0,486.278557
4,11,1,7,5341.438779,0,72.0,345.6
5,5,0,1,4160.018087,96263,103.0,1.924709
18,11,0,1,2846.24535,28919,72.0,518.4
2,28,1,4,4770.256564,0,68.0,326.4
5,52,0,6,5059.616223,41869,64.0,262.12205
5,76,0,8,9095.744565,0,128.0,921.6
1,88,1,1,2688.863963,32808,68.0,541.695658
11,58,0,2,8277.637562,79780,68.0,326.4
26,37,0,9,9057.935331,91025,112.0,327.682669
15,90,0,1,3801.750407,33043,95.0,456.0
26,6,3,3,9339.341599,69442,118.0,390.03496301912224
18,47,0,1,2520.12318,0,70.0,63.043197
25,48,0,9,4984.095342,0,70.0,336.0
11,34,0,1,2595.747991,47234,65.0,15.631363
27,26,0,3,7437.693335,86863,92.0,441.6
25,0,2,2,14536.78759,25805,66.0,375.866091
19,7,0,3,5913.305869,43676,76.0,364.8
30,82,4,1,2771.663013,59855,74.0,355.2
19,11,0,2,6279.177891973308,35296,126.0,452.616872
11,73,1,3,9880.38582,36576,125.0,113.450122
4,22,1,2,15114.40241,28513,100.0,480.0
16,76,0,3,5759.91084,85448,72.0,16.03451
11,71,3,7,8495.164213,23791,110.0,615.27228
31,46,0,1,4381.184212,20597,112.0,615.256301
11,10,0,9,6997.827397,56940,87.0,512.66245
35,62,0,2,11430.58845,93210,71.0,74.523935
30,0,1,7,7482.486135,48992,94.0,426.072946
2,20,0,2,8596.916624,53736,71.0,169.287785
22,32,1,2,7854.960831,25378,66.0,419.464143
2,68,0,1,2582.408525,76731,64.0,201.455005
11,85,0,1,2275.363967,0,64.0,662.69318
14,79,0,1,4118.588554,69379,103.0,494.4
6,28,0,2,12157.32992,57449,103.0,494.4
7,31,0,7,5152.819636,0,68.0,326.4
30,70,0,6,6512.976472,0,93.0,669.6
32,59,0,2,6279.177891973308,33806,89.0,395.729716
20,41,0,1,4191.966092,77048,103.0,141.199465
20,93,0,2,10928.40709,74965,90.0,58.557552
5,99,0,2,7615.381271,34095,63.0,302.4
16,35,4,1,2004.350666,0,66.0,316.8
24,35,0,1,2434.681155,96045,61.0,8.582971
27,86,0,2,14195.36028,86355,118.0,285.418473
32,9,0,8,9427.684903,27824,118.0,566.4
10,22,0,2,11982.42085,42995,101.0,410.508316
18,56,0,1,3102.789546,21235,79.0,244.23135
1,49,0,1,4222.631209,74585,106.0,218.598065
28,43,0,1,4023.814439,41833,103.0,643.826716
18,57,0,4,5297.151805,23908,70.0,336.0
9,31,0,2,6279.177891973308,0,65.0,312.0
5,63,0,1,4416.206243,61953,113.0,497.047297
5,87,0,1,4639.035171,0,142.0,390.03496301912224
25,45,0,1,4863.544585,0,137.0,657.6
16,3,1,2,6279.177891973308,73760,107.0,230.245772
8,43,0,1,2974.314896,23333,74.0,5.622751
6,30,0,1,2064.458781,0,61.0,292.8
11,54,2,9,10064.60828,20440,128.0,614.4
3,32,0,1,5500.01251,86073,136.0,333.5671
18,14,0,1,5489.214062,50943,139.0,667.2
29,21,0,1,2612.756658,19003,71.0,34.651305
0,48,0,6,8573.463947,46703,108.0,678.100487
13,3,0,2,6279.177891973308,14072,71.0,511.2
17,37,0,2,8550.386579,21733,73.0,525.6
33,61,0,1,2308.648034,20811,61.0,292.8
34,11,2,3,4254.620669,11904,61.0,292.8
24,63,4,6,8982.850377,43490,114.0,174.588413
7,19,0,2,7868.165983,57340,67.0,159.391681
4,46,0,3,7704.248723,49088,97.0,698.4
2,54,0,6,10552.16999,47761,131.0,232.711071
2,21,0,2,11681.37428,70930,99.0,190.43446
7,16,0,7,8737.837514,61281,110.0,79.865605
4,77,1,3,5454.890731,0,82.0,393.6
0,4,0,2,7705.283329,25290,66.0,382.085897
25,5,0,8,7039.262387,24239,88.0,48.348319
24,10,3,9,8838.085637,82664,114.0,133.425609
0,25,0,3,8733.527338,83210,110.0,528.0
7,35,0,2,9597.474777,38736,81.0,561.414794
0,10,0,9,4506.660224,0,66.0,316.8
5,78,1,2,6279.177891973308,55437,64.0,445.287788
0,93,0,1,4737.871725,0,130.0,23.820158
33,83,0,3,5426.136238,0,71.0,407.99684
13,51,0,3,7998.143771,29066,100.0,844.229478
27,7,0,1,2897.620704,54337,72.0,345.6
25,17,0,2,11599.50219,67616,96.0,340.306584
23,94,0,2,15147.93055,41082,63.0,106.647493
12,71,0,4,5435.767832,0,73.0,626.116259
2,70,1,1,2725.356404,36650,69.0,56.60333
19,12,4,2,13297.71225,50631,112.0,784.65781
31,63,0,2,9927.049694,19592,92.0,441.6
30,1,0,2,6279.177891973308,0,114.0,547.2
22,73,0,2,6279.177891973308,55761,115.0,86.27772
29,70,0,1,2722.210707,17576,71.0,398.502948
15,45,0,5,7083.212357,41449,89.0,63.516572
20,40,0,1,10179.71704,14290,87.59156709558825,390.03496301912224
4,7,0,3,5889.509098,62007,73.0,120.015609
14,44,0,3,15771.39342,21921,87.59156709558825,390.03496301912224
8,3,0,3,5288.173294,42621,66.0,316.8
16,41,1,2,6279.177891973308,0,87.0,417.6
30,81,0,1,7778.532347,63786,87.59156709558825,798.002689
1,48,3,7,7341.861257,0,104.0,82.041684
8,89,1,3,7919.197048,82877,99.0,22.819088
0,75,0,1,2163.870179,0,63.0,302.4
13,81,1,2,9787.808819,10475,88.0,422.4
20,31,0,6,5207.640754,21952,66.0,316.8
18,49,0,2,6279.177891973308,49721,132.0,639.971388
16,1,0,2,12280.76661,88340,102.0,489.6
7,28,0,1,2441.394244,0,65.0,312.0
14,62,0,2,6535.560574,0,65.0,468.0
33,39,0,2,9206.598256,24589,82.0,511.497882
14,79,0,1,4118.588554,69379,103.0,494.4
24,95,2,3,4838.208972,73769,61.0,239.540223
23,6,0,1,4625.548098,66670,114.0,518.180364
6,50,0,2,14042.103,88854,118.0,715.252366
6,79,0,1,7546.613549,31266,87.59156709558825,926.4
15,58,0,1,2514.59196,43860,65.0,156.124914
4,62,2,1,5170.358435,89284,133.0,402.070719
31,10,0,2,13917.37715,67267,89.0,94.814032
28,61,3,2,11318.13083,79270,95.0,456.0
1,6,1,1,4276.363627,36692,109.0,523.2
0,37,0,1,4322.240343,0,119.0,571.2
3,65,0,3,8002.308333,0,107.0,513.6
3,92,0,1,3885.456401,0,105.0,504.0
8,14,0,1,4471.778239,0,135.0,390.03496301912224
10,79,1,2,8496.352846,44624,71.0,73.883044
1,23,0,2,6279.177891973308,0,71.0,340.8
21,32,0,2,16301.9676,19614,85.0,574.024018
31,53,0,1,2319.735908,0,64.0,632.715382
22,94,3,2,8717.049833,83846,74.0,355.2
4,61,0,1,2860.111745,51159,72.0,4.238626
13,76,0,1,2453.408288,83772,62.0,42.248087
33,24,0,1,5989.773931,66839,154.0,739.2
19,30,0,2,6279.177891973308,88440,70.0,27.145151
7,30,2,2,7482.639506,25666,63.0,270.002766
2,92,0,1,2457.576007,52926,61.0,292.8
16,90,0,1,2379.741171,0,67.0,494.946438
26,7,0,2,8286.964421,40001,70.0,142.567008
24,10,0,1,2393.915369,0,70.0,425.266308
13,1,0,3,4657.159469,18024,65.0,312.0
19,2,3,2,13197.92893,0,68.0,326.4
3,73,0,1,2803.916726,23220,74.0,251.334247
3,44,0,3,8646.504109,64125,108.0,369.818708
14,88,0,2,7425.870642,58042,62.0,161.419528
5,86,0,1,4528.737362,90034,112.0,537.6
7,38,0,1,2227.072755,27972,61.0,292.8
6,45,0,2,7292.948758,0,65.0,312.0
3,11,0,1,3184.355246,50989,80.0,255.999709
18,39,0,2,11315.20373,11885,101.0,484.8
11,2,0,1,2530.705137,89451,63.0,61.769564
3,56,0,2,6279.177891973308,0,87.59156709558825,390.03496301912224
10,38,0,9,8641.530036,78904,109.0,250.001424
13,19,1,1,3278.53188,70247,83.0,141.799422
4,25,0,9,5271.982116,32653,67.0,321.6
15,30,4,1,3763.637743,93595,97.0,49.797016
7,64,0,2,13955.56961,90279,115.0,372.175592
3,56,0,3,5001.527484,0,72.0,542.14385
26,33,3,1,7082.830426,53310,87.59156709558825,390.03496301912224
5,42,0,5,7619.482766,0,105.0,504.0
0,92,0,3,12550.88198,22234,160.0,768.0
22,89,0,2,6279.177891973308,91375,99.0,72.632934
10,36,0,3,6793.77405,22250,86.0,720.601429
9,69,0,7,5272.319663,0,80.0,576.0
18,25,1,4,6265.343299,0,84.0,481.025786
10,25,0,2,8547.586142,51179,71.0,466.176731
8,67,0,1,2787.423683,38667,72.0,159.266473
20,87,0,1,4626.801093,79487,114.0,547.2
28,10,2,9,8663.363959,67763,107.0,41.283167
8,81,2,6,3872.222217,0,62.0,503.808329
5,20,0,5,5170.811494,0,71.0,859.599411
8,51,0,4,8960.280213,71943,112.0,305.653785
27,69,0,4,5471.83429,53526,68.0,278.902846
14,46,0,2,6279.177891973308,35005,87.59156709558825,390.03496301912224
3,76,0,1,2620.392335,24721,67.0,139.963594
29,72,2,2,6279.177891973308,0,102.0,734.4
9,71,0,3,5757.442258,88997,72.0,174.041566
7,14,0,2,6279.177891973308,48587,111.0,532.8
1,33,0,1,2701.488341,76310,67.0,321.6
9,18,0,1,3712.430479,73205,92.0,37.299865
27,86,0,2,6279.177891973308,51056,78.0,95.816516
7,24,2,1,7840.165778,58414,87.59156709558825,390.03496301912224
13,34,0,7,8237.037945,23940,107.0,513.6
26,18,0,1,2243.473907,0,62.0,446.4
24,36,0,2,8434.464067,44216,71.0,72.205362
7,38,0,1,2227.072755,27972,61.0,292.8
27,48,0,9,5170.025981,0,69.0,331.2
1,38,0,1,2641.446062,29305,66.0,475.2
14,33,0,1,2790.682957,53882,69.0,331.2
29,58,1,1,2745.129849,91757,69.0,331.2
25,49,0,2,7579.532717,33906,64.0,401.592109
28,87,1,4,10978.78028,68158,139.0,253.183568
24,86,3,5,8255.060054,0,134.0,643.2
22,66,0,1,4747.734642,42165,123.0,799.673766
24,11,0,1,3540.90425,0,101.0,727.2
25,43,0,1,3436.134281,30817,88.0,91.834668
12,62,0,1,2582.185301,68074,65.0,27.987867
20,59,0,2,6279.177891973308,0,131.0,842.391832
11,64,1,3,7396.283653,71135,92.0,270.563995
30,35,0,3,4330.799785,0,61.0,292.8
8,23,0,8,9075.768214,37722,116.0,158.077504
5,56,0,2,14635.45158,0,139.0,667.2
21,63,0,6,5609.082494,44705,71.0,148.173152
3,79,0,2,11565.68747,64642,96.0,404.265696
3,32,0,1,2771.045031,50071,71.0,18.918935
5,70,1,9,8507.128824,46754,106.0,513.818403
23,19,0,2,7582.113842,64801,64.0,268.471802
25,13,0,1,3323.092454,70410,83.0,131.828507
31,4,1,1,5234.331741,66957,131.0,628.8
11,28,1,2,6279.177891973308,24213,78.0,374.4
1,83,4,1,3123.080994,0,101.0,960.115399
15,67,0,1,2551.226692,79751,63.0,392.235698
33,54,1,1,7247.713672,86122,87.59156709558825,873.6
5,62,0,1,4538.847818,82297,116.0,0.382107
33,46,4,1,2687.314108,82210,68.0,51.961915
12,18,0,2,8730.421977,43259,73.0,350.4
7,72,0,2,8332.730557,0,79.0,379.2
17,34,0,1,2357.747015,25064,62.0,297.6
18,63,0,1,4637.164036,25816,119.0,571.2
14,74,0,8,5357.192698,0,73.0,350.853987
27,73,0,6,5391.970996,41662,69.0,217.973168
8,86,0,1,3694.140498,96170,92.0,441.6
0,61,0,4,5040.412436,46072,64.0,25.934064
8,31,0,2,6279.177891973308,37931,99.0,475.2
9,21,0,5,4842.284965,35127,62.0,297.6
21,58,0,1,2678.058299,72450,66.0,84.218363
14,25,3,1,5227.101938,93087,131.0,628.8
23,76,2,1,2590.096027,22398,67.0,321.6
9,77,1,2,10536.07798,92983,87.0,153.205591
0,72,2,1,8581.278701,27689,87.59156709558825,390.03496301912224
10,50,0,7,9463.113263,69654,118.0,629.532731
15,19,0,2,13441.00637,80744,111.0,361.284757
13,59,0,1,3886.504807,0,112.0,390.03496301912224
7,5,1,2,6784.89369,0,64.0,460.8
25,3,0,2,6279.177891973308,76358,66.0,86.461582
13,24,0,1,2538.62632,18608,71.0,340.8
21,50,0,3,5639.941974,73168,70.0,425.800112
24,68,2,1,2459.171724,21190,65.0,312.0
14,11,0,1,2667.270014,94041,66.0,159.756733
9,99,0,2,13778.36933,91474,113.0,24.087774
16,65,5,3,4923.18169,61469,63.0,302.4
0,40,0,1,2272.335352,16618,62.0,219.288706
31,12,0,5,14895.39798,48081,87.59156709558825,881.360959
0,44,0,4,9756.044954,67632,121.0,26.951627
6,73,0,6,9422.974113,34115,119.0,466.122541
31,86,0,1,3837.357574,23051,99.0,475.2
0,24,0,2,10952.13189,23748,99.0,607.095655
23,68,0,2,8159.136579,40589,69.0,331.2
29,58,0,2,6279.177891973308,50809,83.0,290.381707
0,40,0,1,3919.366722,66676,97.0,558.099357
7,55,3,2,7985.14214,52339,70.0,336.0
2,75,0,2,12168.74492,14973,115.0,828.0
2,47,0,4,5849.321498,0,83.0,540.514115
4,83,0,9,5085.836595,31546,65.0,100.049832
17,69,1,1,2903.939763,67763,73.0,59.861963
0,53,0,2,6279.177891973308,83170,97.0,344.118069
10,94,1,1,3086.873854,19464,84.0,871.505797
33,10,1,7,5178.704151,66943,65.0,53.084753
10,55,0,2,14024.35839,81872,115.0,256.43803
11,68,0,2,10640.93932,50450,90.0,135.892444
34,72,0,3,4949.803822,21342,62.0,74.350893
21,32,1,8,8595.665294,34621,108.0,621.464468
13,18,0,2,6279.177891973308,62396,64.0,307.2
28,61,0,1,3792.13031,97212,93.0,360.05589
0,23,0,1,2755.747968,49648,70.0,65.954813
1,36,1,5,4880.339614,97984,61.0,407.450118
10,30,0,3,9051.905275,26308,114.0,547.2
15,23,0,1,10115.44622,63528,87.59156709558825,390.03496301912224
27,64,1,6,8269.075366,20225,114.0,547.2
3,84,0,7,8071.65295,0,112.0,806.4
3,15,0,2,7726.993623,87620,64.0,24.063693
22,79,0,2,8311.1359,0,72.0,311.329282
23,73,0,1,2574.020376,34990,65.0,42.689135
9,12,0,3,5727.327124,99934,71.0,460.323855
9,74,0,6,5441.42013,85702,67.0,249.085887
19,64,0,1,2744.519593,94648,69.0,331.2
11,23,0,8,5636.740347,24516,71.0,300.607591
21,4,0,2,6279.177891973308,61063,85.0,262.504882
27,91,0,1,2738.001957,0,74.0,263.365432
23,71,0,6,4644.700497,0,64.0,307.2
34,15,0,3,4746.686506,15169,63.0,302.4
34,29,0,2,6279.177891973308,55390,71.0,256.268091
6,29,0,1,2387.60606,27592,62.0,297.6
8,34,0,1,2504.907557,88264,62.0,297.6
6,28,0,1,4591.625938,83297,113.0,542.4
35,82,0,7,13092.58578,0,87.59156709558825,390.03496301912224
21,21,0,2,9112.266649,0,90.0,432.0
33,5,0,1,4165.166581,55897,104.0,499.2
26,56,0,1,2659.980563,21297,71.0,45.507952
4,86,1,2,11986.59212,87560,98.0,470.4
5,7,4,1,2898.732747,0,96.0,691.2
3,53,0,1,2894.243869,0,85.0,408.0
5,57,0,1,3500.454354,89398,86.0,82.409922
12,11,3,1,2621.808611,36843,68.0,357.642982
23,16,0,4,10221.80504,0,134.0,643.2
30,63,0,1,2578.270957,34946,65.0,420.35698
27,6,0,6,6242.595729,75680,78.0,136.787725
23,13,0,7,5220.280968,0,69.0,331.2
8,23,0,8,9075.768214,37722,116.0,158.077504
12,5,0,3,4525.365839,10269,65.0,170.798204
29,64,3,4,4970.357298,49714,63.0,266.165535
19,20,0,2,15467.78904,77517,129.0,98.921782
5,85,0,4,5838.89915,81082,73.0,281.295903
7,3,0,2,10656.88195,72540,88.0,631.743039
8,58,0,1,2289.618736,0,65.0,468.0
4,27,0,3,5439.804227,61546,68.0,29.209521
25,41,1,2,7956.150059,44818,67.0,136.883999
1,36,1,3,4458.113369,17622,65.0,312.0
14,24,0,1,2555.051532,0,72.0,518.4
27,46,0,1,3307.99904,79797,84.0,31.755601
0,44,0,5,5041.29961,36234,63.0,113.534474
5,88,0,3,13350.1209,28919,87.59156709558825,830.4
6,93,0,8,4931.221348,0,68.0,480.159011
19,5,0,2,7776.835189,63568,65.0,390.792553
13,29,1,1,2553.672212,73935,64.0,72.071195
15,56,0,3,4876.469668,0,66.0,316.8
16,84,0,3,9034.305834,18846,115.0,552.0
19,40,0,9,8105.910755,38893,103.0,41.965252
25,5,0,1,5619.689084,0,153.0,390.03496301912224
7,4,0,9,15727.13063,84824,87.59156709558825,319.820747
8,28,0,3,6618.016423,20068,86.0,411.011162
21,34,0,1,4670.047979,0,125.0,600.0
32,61,0,8,10169.36981,0,135.0,648.0
29,29,0,2,8323.073985,97245,70.0,4.110585
3,12,1,1,2417.759961,51808,61.0,351.149904
29,39,0,2,8044.872393,71391,67.0,284.000172
17,44,0,7,5325.724541,0,73.0,496.474767
5,54,0,7,6947.524013,0,100.0,925.137143
17,88,0,8,5847.415237,23496,77.0,13.164097
4,81,0,1,2584.203924,22562,65.0,312.0
31,3,0,1,4724.786102,23986,119.0,463.335061
0,8,0,1,2790.227993,22974,71.0,180.667969
21,35,0,2,6279.177891973308,0,101.0,484.8
19,74,0,2,12622.83268,61844,106.0,508.8
19,98,0,2,6279.177891973308,24804,73.0,350.4
13,71,0,2,6279.177891973308,27760,104.0,302.764283
25,29,0,3,5595.389905,74454,71.0,340.8
28,23,1,1,4170.687348,29462,107.0,513.6
14,98,0,1,2665.447079,52266,68.0,141.922839
18,99,0,2,7098.91414,0,70.0,349.783046
20,46,0,1,3971.345097,23599,103.0,494.4
16,31,0,9,5528.212807,36088,72.0,345.6
31,71,0,3,8338.995787,70534,104.0,54.065538
4,71,1,2,6279.177891973308,27398,125.0,600.0
15,47,0,6,5448.555219,85296,68.0,342.515136
20,19,0,2,10808.06597,31063,92.0,441.6
8,28,0,3,6185.09653,0,92.0,390.03496301912224
25,64,0,1,3208.225911,52367,81.0,275.989978
6,95,0,3,5480.104065,58651,71.0,472.599683
13,37,0,2,6279.177891973308,84831,87.59156709558825,390.03496301912224
17,87,1,2,13107.92594,49088,114.0,547.2
30,66,0,5,7462.926263,70263,93.0,7.345946
5,51,0,1,11463.99097,45354,87.59156709558825,540.141566
11,73,0,2,7236.132483,0,63.0,383.363758
3,44,0,7,6232.687923,28334,83.0,537.765151
8,87,0,2,6279.177891973308,38772,90.0,321.873474
14,38,1,1,3746.751625,41479,94.0,19.575683
21,86,0,2,6279.177891973308,23909,119.0,571.2
22,12,0,7,5012.083744,48328,63.0,108.138715
3,72,0,1,3371.858433,86689,85.0,408.0
25,41,1,1,3864.776795,24204,99.0,707.303416
26,83,0,1,4145.711862,25943,110.0,390.03496301912224
5,72,0,7,5156.072651,0,73.0,807.947292
34,34,0,1,3667.37497,62375,92.0,618.630955
7,24,0,2,7835.683513,0,71.0,404.272806
8,18,0,2,14567.26841,0,148.0,710.4
25,10,0,2,10171.33903,70200,65.0,312.0
16,62,0,1,4135.775206,0,112.0,707.977614
13,37,0,5,5511.491102,79027,70.0,336.0
6,64,0,1,2429.280527,26736,63.0,367.92773
1,31,0,5,5414.61734,26893,68.0,68.226001
2,96,1,6,7421.593541,47406,94.0,287.149807
1,36,1,3,4458.113369,17622,65.0,312.0
11,57,0,2,14476.12489,27572,124.0,595.2
7,34,2,7,4936.888359,0,72.0,391.636628
31,8,0,1,4525.276524,32802,114.0,547.2
26,52,0,8,6701.770088,18400,89.0,640.8
10,98,0,2,14134.3474,90844,118.0,232.674417
1,41,0,2,6279.177891973308,44685,69.0,331.2
30,8,0,1,2838.067784,0,80.0,336.50961
8,73,0,1,3848.483648,42589,98.0,470.4
17,55,0,2,6279.177891973308,0,72.0,345.6
17,49,0,2,6279.177891973308,63009,112.0,485.286815
12,76,2,1,4361.372941,79583,109.0,523.2
24,93,0,1,2529.077508,89129,64.0,328.870868
23,15,0,1,2504.444752,0,69.0,496.8
16,76,0,8,8649.700578,94389,107.0,85.063708
5,50,0,9,13668.35528,0,87.59156709558825,390.03496301912224
0,86,0,2,6279.177891973308,84106,64.0,334.408717
2,71,0,1,2517.533581,0,69.0,42.096415
26,10,0,6,5326.677654,76717,66.0,300.528579
18,81,0,1,2600.272131,51978,66.0,144.782152
0,92,0,6,8534.792754,47325,107.0,64.598216
33,10,0,3,8828.834957,86721,111.0,532.8
7,63,1,1,2248.449633,24910,63.0,347.857619
1,72,0,3,8861.149536,90125,110.0,128.645946
24,40,2,9,4556.592993,0,73.0,525.6
11,2,0,1,2530.705137,89451,63.0,61.769564
23,5,0,7,5251.983996,59537,66.0,316.8
6,37,0,1,6743.119265,0,87.59156709558825,955.2
2,83,0,2,14014.72129,54193,117.0,720.752945
13,14,0,7,9438.915619,86946,118.0,340.656963
15,36,0,2,10506.77172,0,92.0,546.524896
5,34,0,1,4213.918619,12160,109.0,489.411833
16,67,0,5,4773.686425,33701,63.0,171.325856
11,15,0,1,4547.892543,33531,116.0,801.577478
30,78,1,1,2842.266905,69417,73.0,30.874869
28,0,1,1,3059.550321,38644,78.0,361.455219
20,28,2,2,6279.177891973308,63209,102.0,207.320041
