state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,Day,Month,Year
California,No,Basic,College,Employed,M,Suburban,Married,Personal L1,Offer2,Branch,Four-Door Car,Medsize,2,1,2011
Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal L2,Offer3,Branch,Four-Door Car,Medsize,26,1,2011
California,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal L2,Offer1,Call Center,Four-Door Car,Medsize,2,2,2011
Nevada,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal L1,Offer1,Call Center,Four-Door Car,Small,27,2,2011
Washington,Yes,Extended,High School or Below,Employed,M,Suburban,Single,Personal L3,Offer2,Branch,Two-Door Car,Small,20,1,2011
Oregon,No,Basic,College,Disabled,F,Suburban,Married,Personal L3,Offer2,Call Center,SUV,Small,17,1,2011
Oregon,No,Extended,College,Employed,F,Suburban,Married,Personal L3,Offer3,Branch,Four-Door Car,Medsize,17,1,2011
Nevada,No,Basic,College,Unemployed,M,Suburban,Single,Personal L1,Offer1,Branch,Two-Door Car,Medsize,24,2,2011
Nevada,Yes,Basic,High School or Below,Employed,F,Rural,Single,Corporate L3,Offer2,Agent,Four-Door Car,Medsize,14,2,2011
Arizona,No,Basic,High School or Below,Employed,M,Urban,Married,Corporate L3,Offer1,Agent,SUV,Small,20,2,2011
California,No,Basic,Bachelor,Disabled,M,Suburban,Married,Corporate L1,Offer1,Agent,Four-Door Car,Small,19,2,2011
Arizona,Yes,Basic,Bachelor,Unemployed,F,Suburban,Married,Corporate L1,Offer1,Call Center,Four-Door Car,Medsize,8,2,2011
Arizona,Yes,Basic,College,Employed,M,Urban,Single,Personal L3,Offer2,Agent,Two-Door Car,Medsize,6,2,2011
Arizona,No,Extended,High School or Below,Employed,M,Urban,Married,Personal L2,Offer1,Agent,Four-Door Car,Medsize,27,2,2011
Oregon,No,Premium,Bachelor,Unemployed,F,Suburban,Married,Personal L3,Offer1,Web,SUV,Small,1,2,2011
Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal L3,Offer3,Call Center,Two-Door Car,Medsize,23,2,2011
California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal L3,Offer1,Branch,Two-Door Car,Small,11,1,2011
California,No,Basic,Bachelor,Employed,F,Rural,Married,Personal L2,Offer1,Web,Four-Door Car,Large,10,2,2011
Washington,No,Extended,College,Employed,M,Urban,Divorced,Corporate L1,Offer2,Branch,SUV,Large,25,2,2011
Washington,No,Basic,College,Unemployed,M,Suburban,Single,Personal L3,Offer2,Agent,Four-Door Car,Small,16,2,2011
Washington,No,Basic,Bachelor,Employed,F,Suburban,Single,Personal L3,Offer2,Agent,Four-Door Car,Small,30,1,2011
Nevada,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate L3,Offer2,Agent,Two-Door Car,Small,11,2,2011
Arizona,No,Basic,College,Employed,F,Rural,Married,Personal L1,Offer3,Agent,Four-Door Car,Large,14,1,2011
Oregon,No,Basic,College,Unemployed,F,Suburban,Divorced,Corporate L3,Offer1,Branch,Four-Door Car,Small,14,2,2011
California,No,Extended,College,Employed,M,Suburban,Married,Personal L2,Offer2,Web,Two-Door Car,Large,3,2,2011
California,No,Extended,College,Unemployed,F,Suburban,Single,Personal L1,Offer1,Agent,Two-Door Car,Medsize,31,1,2011
California,No,Extended,Bachelor,Disabled,M,Suburban,Divorced,Corporate L2,Offer3,Agent,Two-Door Car,Medsize,15,2,2011
Arizona,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal L1,Offer4,Agent,Four-Door Car,Medsize,27,2,2011
Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal L2,Offer4,Call Center,Four-Door Car,Small,21,1,2011
Oregon,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Corporate L3,Offer1,Branch,Luxury SUV,Medsize,14,1,2011
California,No,Basic,Master,Employed,M,Suburban,Married,Personal L2,Offer1,Call Center,Four-Door Car,Medsize,25,1,2011
Arizona,No,Premium,High School or Below,Retired,F,Suburban,Divorced,Personal L3,Offer3,Web,Two-Door Car,Medsize,2,2,2011
Nevada,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal L3,Offer1,Call Center,Two-Door Car,Medsize,9,2,2011
Arizona,No,Basic,Doctor,Employed,M,Suburban,Single,Personal L3,Offer1,Call Center,SUV,Medsize,28,2,2011
Washington,Yes,Basic,College,Retired,F,Suburban,Divorced,Personal L3,Offer1,Agent,SUV,Small,27,1,2011
Oregon,No,Extended,Bachelor,Employed,M,Urban,Married,Personal L3,Offer4,Call Center,Four-Door Car,Large,19,2,2011
Nevada,Yes,Extended,High School or Below,Retired,M,Suburban,Divorced,Personal L3,Offer2,Agent,SUV,Medsize,18,2,2011
Oregon,No,Extended,Bachelor,Employed,F,Urban,Married,Personal L3,Offer1,Agent,SUV,Medsize,14,2,2011
California,No,Basic,Master,Employed,F,Urban,Married,Personal L3,Offer2,Call Center,Two-Door Car,Small,30,1,2011
Washington,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal L3,Offer3,Branch,Four-Door Car,Medsize,9,2,2011
Oregon,No,Basic,Bachelor,Employed,F,Rural,Divorced,Corporate L3,Offer1,Agent,Four-Door Car,Medsize,6,2,2011
California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal L1,Offer1,Agent,Four-Door Car,Small,23,2,2011
California,No,Basic,College,Employed,F,Rural,Married,Personal L1,Offer1,Web,Four-Door Car,Medsize,22,2,2011
Arizona,No,Basic,College,Medical Leave,F,Suburban,Divorced,Personal L2,Offer1,Web,Four-Door Car,Medsize,16,1,2011
Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal L2,Offer2,Agent,Four-Door Car,Medsize,2,2,2011
California,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal L1,Offer1,Agent,Four-Door Car,Small,22,2,2011
Oregon,No,Basic,College,Medical Leave,M,Rural,Married,Corporate L1,Offer1,Web,Four-Door Car,Medsize,3,1,2011
Arizona,No,Extended,Master,Employed,F,Rural,Single,Corporate L3,Offer2,Call Center,Four-Door Car,Medsize,27,2,2011
Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal L2,Offer1,Agent,Two-Door Car,Small,15,2,2011
California,No,Extended,College,Employed,M,Rural,Married,Corporate L1,Offer4,Agent,Four-Door Car,Medsize,11,1,2011
Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate L3,Offer2,Call Center,Sports Car,Medsize,21,1,2011
Nevada,No,Basic,Master,Medical Leave,F,Rural,Married,Personal L3,Offer1,Call Center,Two-Door Car,Medsize,26,1,2011
Washington,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal L1,Offer1,Branch,SUV,Medsize,1,1,2011
Oregon,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal L3,Offer4,Call Center,Four-Door Car,Medsize,23,2,2011
Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal L3,Offer1,Agent,Sports Car,Small,4,2,2011
Washington,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal L2,Offer2,Agent,SUV,Medsize,6,2,2011
Oregon,No,Basic,Master,Disabled,M,Rural,Married,Special L3,Offer1,Web,Two-Door Car,Medsize,10,2,2011
Arizona,No,Premium,College,Employed,M,Suburban,Divorced,Corporate L2,Offer1,Branch,Four-Door Car,Medsize,2,1,2011
Arizona,No,Premium,High School or Below,Employed,F,Rural,Married,Personal L3,Offer3,Agent,Four-Door Car,Medsize,10,2,2011
California,No,Extended,College,Unemployed,M,Suburban,Single,Personal L3,Offer3,Branch,Two-Door Car,Medsize,19,1,2011
Oregon,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal L3,Offer2,Branch,Two-Door Car,Medsize,23,2,2011
Nevada,No,Extended,College,Unemployed,M,Urban,Single,Personal L2,Offer1,Web,Four-Door Car,Medsize,7,1,2011
California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal L2,Offer4,Web,Two-Door Car,Medsize,14,1,2011
Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal L3,Offer1,Agent,Four-Door Car,Small,15,2,2011
Washington,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal L1,Offer1,Agent,Two-Door Car,Medsize,24,2,2011
Washington,No,Premium,Bachelor,Employed,M,Rural,Single,Personal L2,Offer1,Branch,Two-Door Car,Medsize,2,2,2011
Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,7,1,2011
Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate L3,Offer1,Call Center,Four-Door Car,Medsize,28,2,2011
California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal L2,Offer1,Agent,Four-Door Car,Medsize,17,2,2011
California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal L1,Offer1,Agent,Sports Car,Medsize,12,2,2011
Washington,No,Basic,College,Employed,M,Urban,Married,Personal L2,Offer2,Call Center,Four-Door Car,Large,9,1,2011
Oregon,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal L1,Offer3,Branch,Four-Door Car,Medsize,10,1,2011
California,No,Extended,High School or Below,Employed,M,Urban,Married,Personal L2,Offer4,Agent,Four-Door Car,Large,8,1,2011
Oregon,No,Extended,Master,Employed,M,Rural,Married,Personal L3,Offer1,Branch,Luxury Car,Medsize,25,1,2011
Arizona,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Corporate L2,Offer3,Web,Four-Door Car,Small,27,1,2011
Oregon,No,Premium,High School or Below,Disabled,F,Rural,Married,Personal L2,Offer1,Call Center,Two-Door Car,Large,12,1,2011
Arizona,No,Basic,Doctor,Employed,M,Rural,Single,Special L2,Offer2,Branch,Four-Door Car,Medsize,16,1,2011
California,No,Basic,College,Employed,M,Suburban,Married,Personal L3,Offer1,Agent,SUV,Medsize,22,1,2011
Washington,No,Basic,Bachelor,Unemployed,F,Rural,Married,Special L2,Offer2,Branch,Four-Door Car,Medsize,13,1,2011
Arizona,No,Basic,College,Employed,M,Suburban,Married,Personal L1,Offer2,Branch,Four-Door Car,Small,11,2,2011
Oregon,No,Premium,High School or Below,Unemployed,M,Suburban,Divorced,Corporate L3,Offer3,Web,Four-Door Car,Medsize,4,1,2011
California,No,Basic,College,Employed,M,Suburban,Married,Personal L3,Offer2,Agent,Four-Door Car,Medsize,29,1,2011
Nevada,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate L3,Offer4,Web,Four-Door Car,Medsize,28,2,2011
Oregon,Yes,Basic,High School or Below,Retired,M,Suburban,Married,Personal L2,Offer1,Web,Sports Car,Medsize,4,2,2011
Washington,No,Basic,College,Employed,F,Rural,Married,Personal L1,Offer1,Agent,SUV,Small,2,2,2011
Oregon,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal L1,Offer1,Call Center,Four-Door Car,Medsize,3,1,2011
Washington,Yes,Basic,College,Unemployed,F,Suburban,Divorced,Corporate L3,Offer1,Agent,SUV,Medsize,21,2,2011
California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Corporate L1,Offer2,Call Center,SUV,Medsize,1,2,2011
Oregon,No,Extended,College,Employed,M,Urban,Single,Personal L3,Offer3,Web,SUV,Medsize,1,1,2011
Oregon,Yes,Premium,Bachelor,Employed,F,Rural,Divorced,Personal L3,Offer2,Agent,Four-Door Car,Medsize,28,2,2011
California,Yes,Basic,Bachelor,Employed,F,Suburban,Married,Corporate L2,Offer2,Call Center,Four-Door Car,Small,12,1,2011
Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Personal L2,Offer1,Agent,Four-Door Car,Small,13,2,2011
Oregon,Yes,Basic,High School or Below,Employed,F,Urban,Married,Personal L3,Offer1,Agent,SUV,Medsize,29,1,2011
California,No,Basic,High School or Below,Employed,M,Rural,Married,Corporate L2,Offer4,Agent,Four-Door Car,Medsize,13,2,2011
Oregon,No,Basic,Doctor,Employed,F,Urban,Married,Personal L3,Offer3,Call Center,SUV,Small,22,1,2011
Oregon,No,Premium,Master,Employed,F,Suburban,Divorced,Corporate L3,Offer1,Branch,Four-Door Car,Medsize,25,1,2011
Oregon,No,Premium,Bachelor,Unemployed,M,Suburban,Single,Personal L3,Offer3,Branch,SUV,Medsize,23,2,2011
Oregon,No,Extended,College,Employed,F,Rural,Married,Corporate L3,Offer3,Call Center,SUV,Medsize,18,2,2011
California,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal L3,Offer2,Agent,Two-Door Car,Small,3,1,2011
California,No,Extended,Bachelor,Employed,F,Suburban,Single,Personal L2,Offer3,Call Center,SUV,Medsize,9,1,2011
California,Yes,Basic,Master,Employed,F,Rural,Married,Personal L3,Offer2,Web,Four-Door Car,Large,3,1,2011
Arizona,No,Basic,College,Employed,F,Rural,Married,Corporate L3,Offer4,Agent,SUV,Small,21,2,2011
Arizona,Yes,Basic,Doctor,Employed,F,Urban,Married,Personal L1,Offer2,Branch,Four-Door Car,Medsize,22,2,2011
Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate L3,Offer1,Branch,Four-Door Car,Medsize,9,1,2011
California,No,Basic,College,Unemployed,F,Suburban,Single,Personal L2,Offer2,Call Center,Four-Door Car,Medsize,7,2,2011
California,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal L2,Offer4,Branch,Four-Door Car,Medsize,26,2,2011
California,Yes,Basic,College,Unemployed,M,Suburban,Married,Personal L3,Offer1,Branch,SUV,Medsize,30,1,2011
Nevada,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal L2,Offer2,Web,Four-Door Car,Small,28,2,2011
Nevada,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate L1,Offer2,Web,Four-Door Car,Medsize,20,2,2011
Oregon,No,Basic,College,Employed,F,Urban,Divorced,Personal L2,Offer2,Agent,Four-Door Car,Medsize,20,1,2011
California,No,Extended,Bachelor,Employed,M,Suburban,Single,Personal L1,Offer1,Call Center,Two-Door Car,Medsize,22,1,2011
California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal L3,Offer2,Agent,Four-Door Car,Medsize,6,1,2011
California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate L1,Offer3,Web,SUV,Medsize,6,2,2011
California,No,Basic,College,Employed,F,Suburban,Divorced,Personal L1,Offer1,Agent,Two-Door Car,Medsize,2,2,2011
Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal L1,Offer4,Call Center,Four-Door Car,Medsize,23,2,2011
Arizona,No,Basic,College,Employed,F,Suburban,Married,Personal L2,Offer1,Call Center,Four-Door Car,Small,7,1,2011
Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal L3,Offer1,Call Center,Two-Door Car,Medsize,27,2,2011
California,No,Basic,College,Employed,M,Suburban,Married,Personal L2,Offer1,Agent,Four-Door Car,Large,21,1,2011
California,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate L2,Offer4,Call Center,Four-Door Car,Medsize,4,2,2011
Arizona,No,Basic,Bachelor,Unemployed,F,Rural,Married,Personal L2,Offer1,Web,Four-Door Car,Medsize,8,1,2011
California,No,Extended,College,Employed,M,Rural,Married,Personal L1,Offer4,Branch,Two-Door Car,Medsize,4,2,2011
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal L1,Offer3,Branch,SUV,Medsize,15,1,2011
California,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal L3,Offer4,Call Center,SUV,Small,7,2,2011
Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal L3,Offer1,Branch,Four-Door Car,Medsize,19,2,2011
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal L3,Offer2,Web,Four-Door Car,Medsize,9,2,2011
California,Yes,Basic,High School or Below,Employed,F,Suburban,Single,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,5,2,2011
Nevada,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal L1,Offer2,Branch,Four-Door Car,Large,15,1,2011
Oregon,No,Basic,High School or Below,Medical Leave,M,Suburban,Married,Personal L1,Offer1,Agent,Four-Door Car,Medsize,6,2,2011
Washington,No,Basic,Master,Disabled,M,Urban,Divorced,Personal L3,Offer4,Web,Four-Door Car,Medsize,27,2,2011
Nevada,No,Extended,Bachelor,Employed,F,Rural,Married,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,17,1,2011
Oregon,No,Extended,College,Employed,F,Suburban,Married,Corporate L2,Offer4,Agent,Four-Door Car,Medsize,7,1,2011
California,No,Premium,College,Disabled,F,Rural,Married,Personal L3,Offer1,Agent,Four-Door Car,Medsize,3,1,2011
Arizona,No,Basic,College,Employed,F,Urban,Married,Corporate L3,Offer2,Branch,Four-Door Car,Medsize,26,1,2011
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate L3,Offer1,Call Center,Four-Door Car,Small,7,1,2011
Washington,No,Basic,Master,Employed,F,Rural,Married,Personal L3,Offer2,Web,Two-Door Car,Medsize,14,1,2011
Washington,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal L3,Offer4,Branch,Four-Door Car,Large,20,2,2011
California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal L3,Offer2,Branch,Two-Door Car,Small,1,1,2011
Oregon,No,Basic,Master,Employed,F,Urban,Divorced,Personal L2,Offer2,Branch,SUV,Medsize,10,1,2011
California,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Personal L3,Offer1,Agent,SUV,Medsize,27,1,2011
Nevada,No,Basic,College,Employed,F,Suburban,Single,Personal L2,Offer1,Agent,Four-Door Car,Medsize,7,2,2011
California,No,Basic,Doctor,Employed,M,Suburban,Married,Personal L3,Offer4,Call Center,Four-Door Car,Small,25,1,2011
Nevada,No,Basic,College,Unemployed,M,Suburban,Single,Personal L1,Offer3,Call Center,Four-Door Car,Medsize,11,2,2011
Arizona,Yes,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal L1,Offer2,Agent,Four-Door Car,Small,19,1,2011
California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal L2,Offer2,Agent,Sports Car,Large,4,2,2011
Oregon,Yes,Basic,Bachelor,Medical Leave,M,Suburban,Single,Personal L2,Offer1,Agent,Four-Door Car,Medsize,9,2,2011
California,No,Basic,High School or Below,Medical Leave,M,Suburban,Married,Special L3,Offer1,Branch,Four-Door Car,Large,20,2,2011
Arizona,No,Extended,Bachelor,Employed,M,Suburban,Divorced,Corporate L2,Offer1,Call Center,Four-Door Car,Small,4,2,2011
California,No,Premium,College,Employed,F,Urban,Single,Personal L3,Offer2,Call Center,SUV,Small,8,1,2011
California,Yes,Basic,College,Medical Leave,F,Suburban,Married,Corporate L3,Offer2,Call Center,Four-Door Car,Medsize,2,2,2011
Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Personal L3,Offer2,Web,Four-Door Car,Medsize,7,2,2011
Oregon,Yes,Extended,Master,Employed,F,Rural,Married,Corporate L2,Offer1,Branch,Four-Door Car,Large,10,1,2011
California,Yes,Basic,Bachelor,Employed,M,Suburban,Married,Personal L1,Offer2,Call Center,Two-Door Car,Medsize,26,1,2011
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal L1,Offer1,Branch,Sports Car,Medsize,1,2,2011
Arizona,No,Basic,Bachelor,Disabled,M,Suburban,Single,Corporate L3,Offer1,Agent,Four-Door Car,Medsize,28,1,2011
California,Yes,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal L3,Offer1,Web,SUV,Medsize,11,1,2011
Oregon,No,Basic,Master,Employed,F,Rural,Married,Personal L3,Offer2,Branch,Two-Door Car,Medsize,3,2,2011
Arizona,No,Extended,College,Employed,M,Rural,Married,Special L3,Offer1,Agent,SUV,Small,4,2,2011
California,No,Basic,High School or Below,Disabled,F,Suburban,Married,Personal L2,Offer4,Web,SUV,Medsize,14,2,2011
California,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal L2,Offer4,Branch,SUV,Medsize,24,1,2011
Nevada,No,Basic,High School or Below,Retired,F,Suburban,Single,Personal L3,Offer2,Agent,Two-Door Car,Medsize,23,2,2011
California,Yes,Extended,College,Employed,F,Suburban,Divorced,Corporate L3,Offer1,Branch,Four-Door Car,Medsize,12,2,2011
Arizona,No,Extended,College,Employed,M,Urban,Married,Personal L1,Offer2,Call Center,Four-Door Car,Medsize,5,1,2011
Arizona,Yes,Basic,Bachelor,Employed,F,Urban,Married,Special L3,Offer2,Agent,Four-Door Car,Medsize,14,2,2011
Washington,No,Basic,College,Employed,F,Suburban,Married,Personal L2,Offer2,Web,Two-Door Car,Medsize,2,2,2011
Arizona,No,Basic,College,Employed,F,Suburban,Married,Personal L3,Offer4,Call Center,SUV,Small,23,1,2011
Washington,No,Premium,Doctor,Employed,M,Suburban,Married,Personal L2,Offer1,Call Center,Two-Door Car,Small,5,1,2011
Oregon,No,Basic,College,Employed,F,Suburban,Single,Personal L3,Offer3,Agent,SUV,Medsize,24,2,2011
Washington,No,Basic,High School or Below,Employed,F,Urban,Married,Corporate L2,Offer1,Branch,Two-Door Car,Medsize,10,1,2011
Oregon,No,Extended,Bachelor,Disabled,M,Urban,Single,Personal L2,Offer1,Branch,Four-Door Car,Medsize,13,2,2011
California,Yes,Basic,College,Retired,M,Suburban,Married,Personal L3,Offer2,Agent,Sports Car,Medsize,20,1,2011
California,No,Basic,Master,Employed,F,Rural,Single,Personal L2,Offer2,Branch,Four-Door Car,Medsize,5,2,2011
California,No,Basic,Master,Employed,M,Urban,Married,Personal L1,Offer2,Branch,Four-Door Car,Medsize,7,1,2011
California,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate L3,Offer2,Agent,Four-Door Car,Large,27,2,2011
California,No,Extended,College,Unemployed,F,Suburban,Single,Personal L1,Offer1,Agent,Four-Door Car,Small,8,1,2011
Nevada,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal L2,Offer1,Agent,Two-Door Car,Medsize,6,1,2011
Washington,No,Premium,Bachelor,Employed,F,Rural,Divorced,Corporate L1,Offer1,Call Center,Four-Door Car,Medsize,3,2,2011
